valence,acousticness,danceability,explicit,track_genre,loudness,popularity
0.0651,0.059,0.743,False,detroit-techno,-11.13,9
0.354,0.00374,0.516,False,detroit-techno,-18.657,30
0.281,1.66e-05,0.61,False,detroit-techno,-10.682,13
0.399,0.0126,0.676,False,detroit-techno,-13.912,23
0.306,0.00209,0.866,False,detroit-techno,-21.055,41
0.482,0.38,0.741,False,detroit-techno,-14.301,33
0.206,3.2e-06,0.387,False,detroit-techno,-13.538,13
0.804,0.00381,0.751,False,detroit-techno,-8.119,24
0.558,0.00489,0.724,False,detroit-techno,-11.679,23
0.804,0.00157,0.746,False,detroit-techno,-11.342,25
0.18,0.0109,0.625,False,detroit-techno,-14.417,18
0.78,0.000318,0.792,False,detroit-techno,-10.171,25
0.972,0.192,0.78,False,detroit-techno,-12.365,24
0.605,0.000109,0.791,False,detroit-techno,-14.006,28
0.272,0.000132,0.816,False,detroit-techno,-18.515,30
0.821,0.00433,0.762,False,detroit-techno,-14.771,30
0.414,0.00634,0.779,False,detroit-techno,-12.997,22
0.236,0.00548,0.384,False,detroit-techno,-10.687,11
0.0797,0.000609,0.558,False,detroit-techno,-12.783,9
0.492,0.0253,0.798,False,detroit-techno,-7.878,20
0.863,0.0354,0.666,False,detroit-techno,-12.483,24
0.201,0.000556,0.431,False,detroit-techno,-11.158,11
0.733,0.000877,0.656,False,detroit-techno,-16.067,31
0.319,0.00562,0.726,False,detroit-techno,-11.816,17
0.658,0.0116,0.639,False,detroit-techno,-10.844,23
0.0506,0.214,0.297,False,detroit-techno,-15.52,20
0.853,0.0081,0.805,False,detroit-techno,-14.105,29
0.918,0.000323,0.832,False,detroit-techno,-5.498,25
0.758,0.0625,0.769,False,detroit-techno,-13.125,28
0.325,0.0111,0.793,False,detroit-techno,-12.653,19
0.671,0.00676,0.775,False,detroit-techno,-14.78,30
0.35,0.00106,0.8,False,detroit-techno,-12.815,22
0.297,0.00143,0.824,False,detroit-techno,-9.123,16
0.0573,0.00234,0.652,False,detroit-techno,-13.715,10
0.329,0.0603,0.793,False,detroit-techno,-10.42,19
0.415,0.000381,0.679,False,detroit-techno,-5.328,20
0.0898,0.262,0.552,False,detroit-techno,-12.784,21
0.7,0.116,0.711,False,detroit-techno,-9.728,24
0.3,0.00609,0.761,False,detroit-techno,-8.807,16
0.788,0.0316,0.763,False,detroit-techno,-5.907,25
0.947,0.0155,0.728,False,detroit-techno,-5.778,24
0.243,0.357,0.692,False,detroit-techno,-14.378,32
0.745,0.00227,0.823,False,detroit-techno,-10.153,24
0.216,0.0553,0.483,False,detroit-techno,-10.7,14
0.256,0.0901,0.798,False,detroit-techno,-17.027,30
0.56,0.0397,0.745,False,detroit-techno,-10.854,23
0.0469,0.000101,0.501,False,detroit-techno,-16.44,13
0.571,0.000386,0.761,False,detroit-techno,-9.163,23
0.787,0.00216,0.789,False,detroit-techno,-10.813,24
0.0444,0.00121,0.457,False,detroit-techno,-9.086,1
0.552,0.00798,0.854,False,detroit-techno,-12.485,25
0.0345,0.000435,0.805,False,detroit-techno,-12.234,9
0.423,0.52,0.414,False,detroit-techno,-17.499,43
0.713,0.00053,0.644,False,detroit-techno,-10.19,23
0.822,0.0377,0.764,False,detroit-techno,-4.165,26
0.429,0.00536,0.817,False,detroit-techno,-10.254,21
0.402,0.00811,0.663,False,detroit-techno,-12.841,21
0.917,0.0382,0.805,False,detroit-techno,-5.646,25
0.537,0.0351,0.707,False,detroit-techno,-6.912,22
0.241,0.00218,0.668,False,detroit-techno,-12.06,16
0.557,0.063,0.767,False,detroit-techno,-15.405,31
0.531,5.44e-05,0.606,False,detroit-techno,-8.83,20
0.115,0.203,0.706,False,detroit-techno,-13.406,21
0.886,0.000892,0.679,False,detroit-techno,-7.429,24
0.667,0.00717,0.633,False,detroit-techno,-7.573,22
0.619,0.0208,0.539,False,detroit-techno,-7.023,21
0.492,0.0253,0.798,False,detroit-techno,-7.878,21
0.962,0.000869,0.802,False,detroit-techno,-5.117,25
0.319,0.00125,0.807,False,detroit-techno,-17.592,30
0.208,0.00535,0.663,False,detroit-techno,-9.572,11
0.391,0.00049,0.673,False,detroit-techno,-8.618,17
0.619,0.0481,0.628,False,detroit-techno,-9.691,22
0.746,0.00103,0.815,False,detroit-techno,-7.269,24
0.0785,0.00298,0.895,False,detroit-techno,-7.992,7
0.294,0.0195,0.806,False,detroit-techno,-11.827,18
0.0973,0.0229,0.521,False,detroit-techno,-7.461,7
0.272,0.0175,0.807,False,detroit-techno,-15.248,23
0.656,0.00728,0.57,False,detroit-techno,-13.982,27
0.676,0.000245,0.669,False,detroit-techno,-7.707,24
0.372,0.501,0.725,False,detroit-techno,-13.905,37
0.584,0.00219,0.654,False,detroit-techno,-8.856,20
0.0531,0.0241,0.763,False,detroit-techno,-8.743,7
0.64,0.0689,0.901,False,detroit-techno,-18.043,40
0.544,0.00166,0.901,False,detroit-techno,-7.687,23
0.722,0.0049,0.805,False,detroit-techno,-9.366,25
0.487,0.00122,0.829,False,detroit-techno,-7.101,21
0.925,0.00068,0.836,False,detroit-techno,-8.995,24
0.637,0.0106,0.787,False,detroit-techno,-12.042,27
0.124,0.0974,0.747,False,detroit-techno,-10.344,14
0.755,1.44e-05,0.81,False,detroit-techno,-10.593,24
0.675,0.00115,0.715,False,detroit-techno,-6.754,24
0.385,0.0101,0.659,False,detroit-techno,-5.538,17
0.549,0.0112,0.584,False,detroit-techno,-14.83,24
0.0365,0.0145,0.723,False,detroit-techno,-9.929,7
0.587,0.0112,0.845,False,detroit-techno,-5.687,25
0.596,0.00291,0.643,False,detroit-techno,-13.339,25
0.428,0.0619,0.804,False,detroit-techno,-23.464,55
0.653,0.000346,0.637,False,detroit-techno,-3.309,25
0.36,0.014,0.615,False,detroit-techno,-13.426,20
0.349,0.187,0.753,False,detroit-techno,-18.083,37
0.93,0.0872,0.73,False,detroit-techno,-12.89,27
0.148,8.41e-06,0.685,False,detroit-techno,-12.305,11
0.0388,0.031,0.68,False,detroit-techno,-16.186,16
0.87,0.00021,0.769,False,detroit-techno,-8.605,25
0.444,0.00432,0.707,False,detroit-techno,-4.46,22
0.0906,0.346,0.641,False,detroit-techno,-13.277,28
0.233,0.0188,0.672,False,detroit-techno,-12.926,17
0.964,0.0822,0.684,False,detroit-techno,-11.603,23
0.74,0.279,0.493,False,detroit-techno,-9.037,23
0.959,0.0017,0.816,False,detroit-techno,-5.703,25
0.597,0.0159,0.797,False,detroit-techno,-13.526,27
0.436,0.00337,0.666,False,detroit-techno,-9.373,18
0.274,0.288,0.802,False,detroit-techno,-12.962,29
0.641,0.0837,0.78,False,detroit-techno,-13.034,28
0.646,0.000861,0.624,False,detroit-techno,-12.289,24
0.473,0.00461,0.518,False,detroit-techno,-7.485,18
0.732,0.217,0.658,False,detroit-techno,-11.575,24
0.626,0.0106,0.601,False,detroit-techno,-14.379,27
0.598,0.000105,0.641,False,detroit-techno,-5.079,21
0.46,0.00341,0.766,False,detroit-techno,-10.674,20
0.481,0.000242,0.756,False,detroit-techno,-7.754,20
0.779,0.00387,0.728,False,detroit-techno,-8.687,23
0.722,0.131,0.704,False,detroit-techno,-9.866,24
0.902,0.00371,0.746,False,detroit-techno,-8.125,23
0.523,0.0353,0.661,False,detroit-techno,-10.68,21
0.405,0.449,0.788,False,detroit-techno,-8.287,29
0.623,0.0175,0.611,False,detroit-techno,-13.13,24
0.405,0.249,0.819,False,detroit-techno,-8.721,25
0.108,0.00446,0.829,False,detroit-techno,-14.28,14
0.582,0.0971,0.731,False,detroit-techno,-9.894,23
0.463,0.00747,0.864,False,detroit-techno,-9.264,20
0.809,0.00012,0.71,False,detroit-techno,-6.608,23
0.448,0.0023,0.849,False,detroit-techno,-10.842,22
0.964,0.0438,0.755,False,detroit-techno,-6.236,22
0.0398,0.00116,0.786,False,detroit-techno,-11.597,8
0.353,0.00153,0.641,False,detroit-techno,-9.56,15
0.47,0.0836,0.782,False,detroit-techno,-7.723,21
0.848,0.525,0.696,False,detroit-techno,-5.76,23
0.3,0.0658,0.708,False,detroit-techno,-13.56,22
0.0709,0.00013,0.683,False,detroit-techno,-4.664,9
0.191,0.0247,0.934,False,detroit-techno,-3.795,19
0.85,0.000711,0.747,False,detroit-techno,-7.218,23
0.441,0.0922,0.751,False,detroit-techno,-2.417,27
0.187,0.00921,0.773,False,detroit-techno,-9.865,12
0.523,1.39e-05,0.786,False,detroit-techno,-6.919,21
0.42,0.0176,0.763,False,detroit-techno,-6.123,20
0.547,7e-06,0.802,False,detroit-techno,-8.77,21
0.485,0.000751,0.814,False,detroit-techno,-8.908,22
0.51,0.0126,0.786,False,detroit-techno,-4.511,22
0.757,0.000802,0.856,False,detroit-techno,-5.527,26
0.497,0.0274,0.74,False,detroit-techno,-13.797,25
0.704,0.0275,0.953,False,detroit-techno,-3.366,28
0.796,4.7e-06,0.779,False,detroit-techno,-11.012,25
0.369,0.178,0.943,False,detroit-techno,-8.861,24
0.373,0.215,0.87,False,detroit-techno,-9.249,25
0.931,0.00134,0.826,False,detroit-techno,-6.198,24
0.809,0.0149,0.785,False,detroit-techno,-5.928,26
0.723,0.00402,0.714,False,detroit-techno,-11.773,24
0.836,0.00602,0.704,False,detroit-techno,-11.706,25
0.403,0.00662,0.668,False,detroit-techno,-12.354,20
0.888,0.0582,0.692,False,detroit-techno,-11.524,24
0.59,0.000332,0.803,False,detroit-techno,-10.87,23
0.935,0.0409,0.888,True,detroit-techno,-10.05,19
0.815,0.347,0.578,False,detroit-techno,-9.893,23
0.34,0.00316,0.703,False,detroit-techno,-12.301,18
0.341,0.0104,0.724,False,detroit-techno,-13.02,21
0.902,0.000868,0.596,False,detroit-techno,-11.499,24
0.21,0.00156,0.745,False,detroit-techno,-9.462,13
0.294,0.0268,0.71,False,detroit-techno,-12.083,18
0.278,4.4e-05,0.705,False,detroit-techno,-11.384,13
0.344,0.18,0.773,False,detroit-techno,-12.916,26
0.143,0.0327,0.804,False,detroit-techno,-12.27,14
0.428,0.0538,0.781,False,detroit-techno,-10.562,21
0.483,0.312,0.791,False,detroit-techno,-11.879,28
0.507,0.34,0.792,False,detroit-techno,-11.134,30
0.0765,0.000366,0.664,False,detroit-techno,-8.509,5
0.61,0.0462,0.802,False,detroit-techno,-13.378,27
0.455,0.0117,0.782,False,detroit-techno,-10.977,22
0.651,0.0144,0.818,False,detroit-techno,-10.661,24
0.14,0.0516,0.743,False,detroit-techno,-13.542,17
0.938,0.075,0.805,False,detroit-techno,-13.751,27
0.691,0.237,0.811,False,detroit-techno,-14.788,32
0.442,0.000196,0.815,False,detroit-techno,-10.93,20
0.499,0.00106,0.773,False,detroit-techno,-10.849,23
0.338,0.0201,0.409,False,detroit-techno,-7.451,15
0.151,0.0689,0.806,False,detroit-techno,-12.331,17
0.641,0.0957,0.791,False,detroit-techno,-14.513,30
0.143,0.00241,0.688,False,detroit-techno,-10.037,9
0.0728,5.32e-05,0.787,False,detroit-techno,-7.964,7
0.105,0.0159,0.67,False,detroit-techno,-8.619,9
0.0615,0.00784,0.732,False,detroit-techno,-14.209,12
0.0834,0.365,0.742,False,detroit-techno,-10.14,24
0.963,0.0579,0.804,False,detroit-techno,-11.501,23
0.875,0.382,0.755,False,detroit-techno,-13.122,26
0.434,0.00172,0.658,False,detroit-techno,-7.198,19
0.661,0.0154,0.808,False,detroit-techno,-25.431,67
0.712,5.07e-05,0.682,False,detroit-techno,-8.361,21
0.402,0.102,0.804,False,detroit-techno,-11.647,23
0.276,0.07,0.675,False,detroit-techno,-13.152,19
0.969,0.314,0.663,False,detroit-techno,-8.165,19
0.169,0.000881,0.703,False,detroit-techno,-5.483,14
0.281,0.000159,0.711,False,detroit-techno,-8.579,13
0.195,0.00134,0.705,False,detroit-techno,-11.759,13
0.63,0.000605,0.676,False,detroit-techno,-9.988,23
0.263,2.94e-05,0.508,False,detroit-techno,-11.213,14
0.274,8.53e-06,0.731,False,detroit-techno,-8.835,14
0.039,0.00446,0.706,False,detroit-techno,-15.93,14
0.578,0.000238,0.516,False,detroit-techno,-10.242,19
0.619,0.00029,0.803,False,detroit-techno,-10.101,23
0.282,0.000943,0.598,False,detroit-techno,-13.891,18
0.31,1.31e-05,0.809,False,detroit-techno,-10.061,18
0.276,0.0222,0.636,False,detroit-techno,-9.451,14
0.344,0.000248,0.584,False,detroit-techno,-11.471,17
0.155,0.375,0.806,False,detroit-techno,-17.296,39
0.388,0.00346,0.851,False,detroit-techno,-18.004,34
0.799,0.351,0.795,False,detroit-techno,-8.371,25
0.435,0.000767,0.689,False,detroit-techno,-12.518,22
0.409,0.0543,0.788,False,detroit-techno,-22.405,50
0.505,0.000338,0.811,False,detroit-techno,-12.026,23
0.561,0.0117,0.805,False,detroit-techno,-12.879,25
0.254,0.00234,0.818,False,detroit-techno,-13.499,20
0.306,0.00842,0.824,False,detroit-techno,-9.374,17
0.266,0.0142,0.75,False,detroit-techno,-11.063,15
0.096,1.98e-05,0.785,False,detroit-techno,-14.015,13
0.964,2.83e-05,0.914,False,detroit-techno,-10.435,25
0.236,0.000749,0.73,True,detroit-techno,-5.951,9
0.0752,0.000836,0.586,False,detroit-techno,-7.404,5
0.495,0.00176,0.804,False,detroit-techno,-15.667,29
0.388,0.000187,0.677,False,detroit-techno,-9.972,17
0.475,0.0032,0.8,False,detroit-techno,-9.861,21
0.686,0.535,0.757,False,detroit-techno,-10.84,28
0.366,0.00609,0.959,False,detroit-techno,-6.739,21
0.236,0.000639,0.744,False,detroit-techno,-10.566,13
0.395,0.069,0.795,True,detroit-techno,-19.867,35
0.459,0.00301,0.823,False,detroit-techno,-12.669,23
0.423,0.000159,0.818,False,detroit-techno,-7.343,20
0.101,0.00215,0.769,False,detroit-techno,-12.294,12
0.32,0.000961,0.746,False,detroit-techno,-7.431,17
0.144,2.56e-06,0.77,False,detroit-techno,-14.226,16
0.708,0.0416,0.812,False,detroit-techno,-5.795,24
0.202,0.000722,0.667,False,detroit-techno,-10.106,11
0.556,0.000124,0.717,False,detroit-techno,-6.294,21
0.534,0.00369,0.813,False,detroit-techno,-15.035,29
0.918,0.00141,0.785,False,detroit-techno,-11.393,25
0.612,0.000674,0.501,False,detroit-techno,-10.126,21
0.962,0.015,0.776,False,detroit-techno,-7.838,24
0.219,0.0352,0.666,False,detroit-techno,-15.135,20
0.365,0.0261,0.842,False,detroit-techno,-17.187,31
0.58,2.72e-05,0.814,False,detroit-techno,-10.766,23
0.444,4.01e-06,0.541,False,detroit-techno,-9.766,17
0.675,0.42,0.94,False,detroit-techno,-3.0,32
0.688,0.000286,0.574,False,detroit-techno,-6.097,23
0.356,0.012,0.817,False,detroit-techno,-6.223,19
0.538,0.017,0.8,False,detroit-techno,-7.593,22
0.0561,0.00255,0.811,False,detroit-techno,-16.608,17
0.117,4.9e-06,0.582,False,detroit-techno,-3.635,11
0.183,0.0162,0.791,False,detroit-techno,-13.163,15
0.777,0.00239,0.765,False,detroit-techno,-10.934,25
0.483,4.5e-06,0.862,False,detroit-techno,-9.343,22
0.642,0.00648,0.572,False,detroit-techno,-8.587,21
0.636,3.19e-05,0.672,False,detroit-techno,-10.114,23
0.758,0.0258,0.555,False,detroit-techno,-4.28,24
0.517,0.155,0.648,False,detroit-techno,-11.164,24
0.133,0.0944,0.643,False,detroit-techno,-6.894,13
0.0317,0.00312,0.499,False,detroit-techno,-14.241,8
0.402,0.532,0.706,False,detroit-techno,-14.178,38
0.372,0.00106,0.498,False,detroit-techno,-7.049,16
0.748,0.00978,0.609,False,detroit-techno,-16.546,32
0.943,0.0763,0.701,False,detroit-techno,-19.256,40
0.813,0.00403,0.702,False,detroit-techno,-9.751,24
0.372,0.0375,0.533,False,detroit-techno,-13.674,21
0.372,0.0312,0.681,False,detroit-techno,-8.489,19
0.828,0.245,0.559,False,detroit-techno,-13.754,27
0.527,0.00772,0.913,True,detroit-techno,-12.502,19
0.504,0.008,0.643,False,detroit-techno,-12.522,22
0.518,0.377,0.799,False,detroit-techno,-9.378,29
0.535,0.00424,0.882,True,detroit-techno,-11.379,18
0.844,0.0276,0.809,False,detroit-techno,-9.164,24
0.573,0.356,0.619,False,detroit-techno,-11.675,28
0.197,4.11e-05,0.444,False,detroit-techno,-10.938,10
0.743,0.00426,0.776,False,detroit-techno,-10.465,25
0.891,0.0571,0.718,False,detroit-techno,-6.213,24
0.19,2.82e-05,0.786,False,detroit-techno,-13.235,15
0.088,0.12,0.321,False,detroit-techno,-16.168,18
0.349,0.0037,0.796,False,detroit-techno,-7.217,18
0.387,0.000142,0.795,False,detroit-techno,-9.128,17
0.117,4.9e-06,0.582,False,detroit-techno,-3.635,9
0.241,2.46e-05,0.813,False,detroit-techno,-9.246,14
0.391,0.00041,0.77,False,detroit-techno,-11.896,21
0.933,0.00502,0.972,False,detroit-techno,-8.89,26
0.13,0.0112,0.807,False,detroit-techno,-16.46,20
0.602,8e-05,0.758,False,detroit-techno,-12.882,26
0.185,0.00717,0.731,False,detroit-techno,-12.759,15
0.826,0.0172,0.886,False,detroit-techno,-13.449,28
0.568,0.000403,0.843,False,detroit-techno,-11.488,24
0.795,0.0102,0.827,False,detroit-techno,-6.101,24
0.105,0.0328,0.378,False,detroit-techno,-4.002,10
0.0357,0.00356,0.806,False,detroit-techno,-11.858,8
0.416,0.135,0.732,False,detroit-techno,-16.33,31
0.554,0.0711,0.477,False,detroit-techno,-14.033,24
0.218,0.126,0.564,False,detroit-techno,-7.654,16
0.277,0.000128,0.701,False,detroit-techno,-10.984,13
0.154,0.0758,0.878,False,detroit-techno,-15.028,21
0.267,0.000789,0.735,False,detroit-techno,-8.063,14
0.475,0.00936,0.822,False,detroit-techno,-7.758,20
0.549,0.0213,0.808,False,detroit-techno,-10.28,24
0.826,0.000817,0.871,False,detroit-techno,-10.82,27
0.347,0.154,0.817,False,detroit-techno,-13.718,26
0.758,0.0393,0.715,False,detroit-techno,-14.831,29
0.0674,0.000361,0.706,False,detroit-techno,-17.183,19
0.875,0.0502,0.756,False,detroit-techno,-9.94,24
0.862,0.0063,0.662,False,detroit-techno,-5.761,22
0.692,0.00228,0.64,False,detroit-techno,-16.315,32
0.79,0.000274,0.797,False,detroit-techno,-15.348,31
0.495,0.0833,0.584,False,detroit-techno,-9.434,22
0.713,0.00546,0.696,False,detroit-techno,-14.241,29
0.0397,0.0282,0.723,False,detroit-techno,-13.626,10
0.336,0.506,0.418,False,detroit-techno,-9.677,30
0.631,0.0135,0.808,False,detroit-techno,-9.077,22
0.72,8.39e-05,0.838,False,detroit-techno,-9.889,24
0.304,0.00437,0.715,False,detroit-techno,-6.449,17
0.0993,0.00188,0.769,False,detroit-techno,-12.283,11
0.0396,0.00532,0.806,False,detroit-techno,-8.874,7
0.369,0.000206,0.784,False,detroit-techno,-9.272,18
0.28,0.215,0.815,False,detroit-techno,-16.94,35
0.47,0.301,0.781,False,detroit-techno,-9.413,26
0.292,0.204,0.811,False,detroit-techno,-16.473,33
0.0515,0.725,0.528,False,detroit-techno,-13.008,45
0.644,0.249,0.749,False,detroit-techno,-6.384,27
0.364,0.00889,0.785,False,detroit-techno,-5.383,20
0.208,0.000446,0.724,False,detroit-techno,-8.885,12
0.406,0.00102,0.872,False,detroit-techno,-13.313,23
0.184,0.0139,0.797,False,detroit-techno,-10.378,12
0.422,0.285,0.446,False,detroit-techno,-10.526,23
0.436,0.00495,0.642,False,detroit-techno,-9.043,19
0.308,0.0635,0.781,False,detroit-techno,-16.098,28
0.466,0.0159,0.866,False,detroit-techno,-17.907,35
0.553,0.000426,0.52,False,detroit-techno,-12.026,22
0.717,0.789,0.724,False,detroit-techno,-16.421,38
0.666,0.00413,0.848,False,detroit-techno,-6.933,25
0.152,0.0588,0.821,False,detroit-techno,-15.748,23
0.559,0.0434,0.587,False,detroit-techno,-11.612,22
0.279,0.226,0.728,False,detroit-techno,-6.914,23
0.134,0.00798,0.685,False,detroit-techno,-9.356,8
0.503,0.0259,0.769,False,detroit-techno,-11.44,23
0.278,0.0106,0.779,False,detroit-techno,-7.166,16
0.465,0.0023,0.762,False,detroit-techno,-14.169,24
0.188,0.00303,0.601,False,detroit-techno,-14.289,15
0.0395,0.00121,0.808,False,detroit-techno,-21.133,31
0.279,0.0268,0.736,False,detroit-techno,-13.15,19
0.219,8.61e-06,0.724,False,detroit-techno,-13.646,17
0.144,0.000168,0.242,False,detroit-techno,-13.15,8
0.718,0.00754,0.826,False,detroit-techno,-9.322,24
0.721,3.78e-05,0.725,False,detroit-techno,-10.217,22
0.671,0.000354,0.774,False,detroit-techno,-11.44,24
0.635,0.00713,0.708,False,detroit-techno,-8.446,22
0.0376,0.596,0.492,False,detroit-techno,-17.577,46
0.374,0.00215,0.582,False,detroit-techno,-13.318,20
0.356,0.00413,0.752,False,detroit-techno,-8.023,16
0.619,0.00156,0.748,False,detroit-techno,-9.163,22
0.582,0.0164,0.77,False,detroit-techno,-10.936,24
0.0439,0.111,0.678,False,detroit-techno,-26.37,61
0.461,0.000132,0.699,False,detroit-techno,-14.507,27
0.149,0.129,0.766,False,detroit-techno,-19.605,37
0.31,1.55e-06,0.32,False,detroit-techno,-10.483,12
0.37,0.000671,0.794,False,detroit-techno,-15.738,26
0.621,0.0235,0.569,False,detroit-techno,-11.439,22
0.0518,0.000163,0.806,False,detroit-techno,-12.158,9
0.746,0.000142,0.533,False,detroit-techno,-4.508,24
0.442,0.00241,0.763,False,detroit-techno,-10.924,23
0.112,0.00109,0.734,False,detroit-techno,-11.464,9
0.685,0.0211,0.829,False,detroit-techno,-9.263,23
0.614,0.0192,0.764,False,detroit-techno,-14.659,30
0.739,0.232,0.598,False,detroit-techno,-9.743,23
0.528,0.358,0.837,False,detroit-techno,-15.295,36
0.217,0.0416,0.561,False,detroit-techno,-11.231,15
0.631,0.781,0.727,False,detroit-techno,-10.466,33
0.552,0.106,0.637,False,detroit-techno,-16.993,34
0.206,0.435,0.681,False,detroit-techno,-15.244,37
0.629,0.522,0.728,False,detroit-techno,-14.3,33
0.243,0.0255,0.805,False,detroit-techno,-14.376,20
0.466,0.000164,0.803,False,detroit-techno,-10.442,21
0.269,0.000394,0.785,False,detroit-techno,-11.526,15
0.454,0.000457,0.798,False,detroit-techno,-14.563,27
0.0467,0.0309,0.773,False,detroit-techno,-14.945,14
0.608,0.0405,0.74,False,detroit-techno,-9.795,23
0.643,0.15,0.776,False,detroit-techno,-14.97,30
0.679,0.222,0.753,False,detroit-techno,-10.219,24
0.639,0.00341,0.773,False,detroit-techno,-10.965,24
0.896,0.0206,0.749,False,detroit-techno,-11.073,25
0.167,0.011,0.798,False,detroit-techno,-10.696,11
0.599,0.0999,0.829,False,detroit-techno,-10.076,25
0.248,0.00337,0.737,False,detroit-techno,-8.732,13
0.517,0.00318,0.785,False,detroit-techno,-8.679,21
0.23,1.73e-05,0.515,False,detroit-techno,-8.746,11
0.124,0.005,0.864,False,detroit-techno,-11.918,13
0.286,0.0265,0.785,False,detroit-techno,-12.046,18
0.82,0.00465,0.788,False,detroit-techno,-8.37,24
0.383,0.0716,0.68,False,detroit-techno,-11.883,19
0.962,0.00554,0.737,False,detroit-techno,-9.309,22
0.483,0.196,0.646,False,detroit-techno,-10.179,24
0.335,0.0118,0.792,False,detroit-techno,-13.113,21
0.219,0.00103,0.562,False,detroit-techno,-16.308,19
0.335,0.0583,0.804,False,detroit-techno,-10.756,20
0.654,0.0799,0.714,False,detroit-techno,-7.809,22
0.262,0.00101,0.739,False,detroit-techno,-10.661,15
0.478,3.13e-05,0.774,False,detroit-techno,-15.081,27
0.168,0.0401,0.798,False,detroit-techno,-9.28,13
0.953,0.0218,0.784,False,detroit-techno,-15.52,32
0.345,0.206,0.725,False,detroit-techno,-11.026,24
0.176,0.000328,0.802,False,detroit-techno,-14.55,18
0.552,0.0416,0.74,False,detroit-techno,-4.023,25
0.16,0.0445,0.464,False,detroit-techno,-13.858,15
0.816,0.000627,0.782,False,detroit-techno,-10.583,26
0.881,0.00012,0.811,False,detroit-techno,-17.601,37
0.796,0.163,0.756,False,detroit-techno,-11.611,26
0.183,0.0136,0.497,False,detroit-techno,-10.792,12
0.32,0.166,0.438,False,detroit-techno,-14.805,26
0.494,0.0876,0.482,False,detroit-techno,-19.58,39
0.378,0.0426,0.787,False,detroit-techno,-12.894,23
0.32,0.166,0.438,False,detroit-techno,-14.805,25
0.0362,0.0136,0.668,False,detroit-techno,-11.956,8
0.602,0.00611,0.697,False,detroit-techno,-7.919,22
0.0357,0.00765,0.466,False,detroit-techno,-15.972,12
0.108,0.126,0.738,False,detroit-techno,-12.439,17
0.328,0.000667,0.768,False,detroit-techno,-11.731,19
0.201,0.202,0.804,False,detroit-techno,-24.781,62
0.0396,0.671,0.723,False,detroit-techno,-17.298,51
0.941,0.166,0.92,False,detroit-techno,-11.698,25
0.0971,0.000189,0.564,False,detroit-techno,-21.46,34
0.822,0.0252,0.838,False,detroit-techno,-9.536,25
0.0695,0.0376,0.794,False,detroit-techno,-6.338,9
0.473,0.000124,0.787,False,detroit-techno,-7.444,20
0.278,0.000212,0.701,False,detroit-techno,-13.892,20
0.318,0.000919,0.808,False,detroit-techno,-11.605,18
0.332,0.121,0.774,False,detroit-techno,-13.342,23
0.327,0.00104,0.801,False,detroit-techno,-17.026,27
0.53,0.00015,0.803,False,detroit-techno,-10.868,21
0.19,0.0755,0.804,False,detroit-techno,-24.568,54
0.0401,4.94e-06,0.735,False,detroit-techno,-8.825,4
0.414,0.0142,0.8,False,detroit-techno,-8.242,21
0.346,0.459,0.534,False,detroit-techno,-18.836,46
0.187,0.0955,0.74,False,detroit-techno,-13.126,19
0.498,0.000537,0.803,False,detroit-techno,-11.102,21
0.875,0.00465,0.803,False,detroit-techno,-8.007,24
0.896,0.0206,0.749,False,detroit-techno,-11.073,23
0.479,0.00127,0.802,False,detroit-techno,-11.754,22
0.902,0.231,0.758,False,detroit-techno,-8.953,24
0.664,0.00374,0.806,False,detroit-techno,-13.457,28
0.391,0.000585,0.668,False,detroit-techno,-12.947,20
0.344,0.00955,0.727,False,detroit-techno,-10.164,18
0.144,0.255,0.795,False,detroit-techno,-15.406,29
0.332,0.000747,0.778,False,detroit-techno,-17.08,28
0.696,0.0797,0.778,False,detroit-techno,-8.68,25
0.886,0.00112,0.785,False,detroit-techno,-15.359,30
0.663,0.0133,0.812,False,detroit-techno,-12.732,26
0.937,0.00193,0.803,False,detroit-techno,-6.509,24
0.65,0.00147,0.613,False,detroit-techno,-9.268,21
0.108,0.0204,0.307,False,detroit-techno,-16.646,16
0.673,0.00761,0.773,False,detroit-techno,-4.609,25
0.603,0.000264,0.823,False,detroit-techno,-9.45,24
0.892,0.00395,0.723,False,detroit-techno,-6.869,24
0.991,0.00205,0.808,False,detroit-techno,-7.1,23
0.496,0.000146,0.573,False,detroit-techno,-11.804,22
0.815,0.00259,0.773,False,detroit-techno,-7.375,23
0.468,0.0514,0.754,False,detroit-techno,-13.354,26
0.872,0.0039,0.759,False,detroit-techno,-6.681,25
0.69,0.000231,0.811,False,detroit-techno,-10.277,26
0.846,0.000926,0.804,False,detroit-techno,-8.006,24
0.507,0.000718,0.779,False,detroit-techno,-7.362,20
0.319,0.000842,0.801,False,detroit-techno,-7.633,18
0.924,0.000305,0.797,False,detroit-techno,-7.007,23
0.945,0.0419,0.764,False,detroit-techno,-7.516,22
0.499,0.0022,0.72,False,detroit-techno,-6.402,21
0.257,0.000166,0.805,False,detroit-techno,-12.264,16
0.21,0.0085,0.731,False,detroit-techno,-10.425,14
0.475,0.0257,0.746,False,detroit-techno,-7.238,20
0.198,0.0625,0.81,False,detroit-techno,-13.652,19
0.745,0.371,0.721,False,detroit-techno,-7.673,26
0.0392,0.0423,0.781,False,detroit-techno,-7.982,8
0.497,0.0442,0.776,False,detroit-techno,-9.722,22
